id,Name,titleProject_id,class,score,login,password
324,Люцарева Яна Аркадьевна,376,11б,2,Люцарева_ЯА,XbS80IWy
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,PCduIuNU
326,Саюшкин Игорь Алексиевич,211,11х,5,Саюшкин_ИА,hRQsuRQj
327,Потешных Тамара Николаевна,468,11в,3,Потешных_ТН,JhwXrSGf
328,Незлина Жанна Василевна,426,8б,5,Незлина_ЖВ,AvN5Z1zD
329,Федичева Вероника Кирилловна,37,7х,4,Федичева_ВК,XmarXQ77
330,Пустынкин Вадим Антонович,388,10в,5,Пустынкин_ВА,bBA48FVw
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,HOcHPGUY
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,LYpkvEq6
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,UKNveH6v
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,UuBzxr8Q
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,GQ6Wya28
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,dlKjkXKB
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,q42YcnC9
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,hdp3xsGV
339,Колокатов Пётр Евгеньевич,484,10в,3,Колокатов_ПЕ,UPWM4JrF
340,Шайдуков Андрей Михаилович,317,9и,4,Шайдуков_АМ,9xMt263J
341,Смирнягина Дарья Игоревна,425,10в,4,Смирнягина_ДИ,xT18PXi3
342,Штырева Ева Олеговна,258,11и,2,Штырева_ЕО,9bY9dwgN
343,Ашукин Вячеслав Михаилович,191,10т,4,Ашукин_ВМ,xsllCncb
344,Рубченкова Галина Алексеевна,190,9в,3,Рубченкова_ГА,maMvCSpi
345,Зархин Иван Алексиевич,478,11и,5,Зархин_ИА,bETlom5H
346,Адиотов Дмитрий Павлович,156,7б,3,Адиотов_ДП,TY8vB526
347,Тищенкова Раиса Валерьевна,79,7д,3,Тищенкова_РВ,jbXMDqp8
348,Лозеев Илья Петрович,205,10д,2,Лозеев_ИП,D3loRWVE
349,Кобяшов Герасим Михаилович,305,11т,2,Кобяшов_ГМ,AaCfIPBN
350,Ронова Клавдия Валерьевна,107,7и,4,Ронова_КВ,GYuhq2tq
351,Стрижнов Алексей Евгеньевич,385,11г,3,Стрижнов_АЕ,SKPl9hc7
352,Волынский Алексей Виталиевич,362,11т,5,Волынский_АВ,zbsQuzOA
353,Машонский Василий Данилович,23,9д,5,Машонский_ВД,JPf3U1ux
354,Буриева Зинаида Аркадьевна,104,11д,4,Буриева_ЗА,ZJqK6mDZ
355,Борщина Алёна Ивановна,377,11а,5,Борщина_АИ,ENSTCQKa
356,Белчков Олег Иванович,275,10а,4,Белчков_ОИ,5SzYMBKz
357,Остропиков Альберт Данилович,157,8г,2,Остропиков_АД,9cSLYkD4
358,Оргонова Любовь Максимовна,264,7б,4,Оргонова_ЛМ,D0TSv4fx
359,Мальков Юрий Евгеньевич,228,7г,3,Мальков_ЮЕ,BPuazRrw
360,Свльхова Наталья Вадимовна,160,9т,5,Свльхова_НВ,LCgbF9z4
361,Мякушков Герасим Леонидович,102,10т,3,Мякушков_ГЛ,N8IO0zQR
362,Межуев Георгий Юриевич,355,8г,4,Межуев_ГЮ,vv9eq70H
363,Чериншев Александр Сергеевич,439,8а,2,Чериншев_АС,SFreuHpM
364,Муниров Алексей Андреевич,117,11г,3,Муниров_АА,nrbsWfVN
365,Климухин Руслан Романович,269,10в,3,Климухин_РР,k5odNa0N
366,Дембская Екатерина Никитична,64,11б,4,Дембская_ЕН,8xpXWyYY
367,Тюнеев Яков Фёдорович,417,10т,2,Тюнеев_ЯФ,jXOm64pH
368,Трушитин Антон Данилович,168,9х,3,Трушитин_АД,CNJ2EShO
369,Балакишиев Роман Алексиевич,143,11х,5,Балакишиев_РА,7kyeMpTs
370,Немтюрева Валерия Аркадьевна,12,10г,4,Немтюрева_ВА,arFAMvoP
371,Складанова Клавдия Аркадьевна,257,9а,3,Складанова_КА,iqgwLq8q
372,Заходина Полина Леонидовна,93,10д,4,Заходина_ПЛ,RqIMBPjW
373,Муринов Анатолий Борисович,171,11б,5,Муринов_АБ,eLSCcaCc
374,Гришалова Любовь Евгеньевна,301,8т,3,Гришалова_ЛЕ,DvsC1Uib
375,Ситчихин Станислав Георгиевич,247,8т,5,Ситчихин_СГ,CHJCSLaB
376,Просяных Георгий Василиевич,366,9в,2,Просяных_ГВ,KGUDxnXm
377,Дзабиев Григорий Георгиевич,259,11д,5,Дзабиев_ГГ,5ee3Vcsr
378,Рыбаулин Григорий Алексеевич,140,11а,5,Рыбаулин_ГА,wpqGhBx0
379,Тупиева Екатерина Ивановна,400,7д,2,Тупиева_ЕИ,tXlX6xnw
380,Куверчева Алена Ивановна,170,10д,3,Куверчева_АИ,4mByjHYx
381,Цаблинова Виктория Богдановна,342,9г,4,Цаблинова_ВБ,dWFvJzUl
382,Синенков Григорий Леонидович,230,9в,5,Синенков_ГЛ,gYVJ1GGl
383,Лизункин Артур Олегович,4,11в,5,Лизункин_АО,rG5uWERO
384,Славущева Александра Эдуардовна,81,8а,5,Славущева_АЭ,wiCw5qGn
385,Шахвердов Дмитрий Антонович,132,11б,2,Шахвердов_ДА,gwU8bFbM
386,Рапацкая Ольга Ивановна,223,10г,3,Рапацкая_ОИ,XC3L1M7O
387,Сторокожев Виталий Аркадиевич,159,9б,2,Сторокожев_ВА,mlhBWHHq
388,Половодов Кирилл Николаевич,18,8т,5,Половодов_КН,VaMZgrcX
389,Халтанова Алена Дмитриевна,49,8б,3,Халтанова_АД,k2cKUUvZ
390,Заложнев Роман Фёдорович,448,8в,4,Заложнев_РФ,YhqdyERP
391,Рыжих Кристина Аркадьевна,213,7а,4,Рыжих_КА,A3K4TGYu
392,Буров Руслан Игоревич,405,11и,5,Буров_РИ,kKyE53gs
393,Гачков Виталий Евгеньевич,277,9т,4,Гачков_ВЕ,AA4avMBU
394,Кадилов Геннадий Борисович,225,10в,3,Кадилов_ГБ,h9fEJSKL
395,Гликина Алёна Эдуардовна,454,9б,3,Гликина_АЭ,diYqvlTR
396,Ичкинина Любовь Андреевна,299,8г,5,Ичкинина_ЛА,KD5vqPCs
397,Мозшорина Кира Дмитриевна,65,8б,3,Мозшорина_КД,4U7LQJtJ
398,Брижеватов Константин Борисович,152,11т,2,Брижеватов_КБ,oSOTZXFs
399,Бучеров Тарас Викторович,429,10д,4,Бучеров_ТВ,CZiQUiZK
400,Мисютина Валерия Эдуардовна,368,9г,2,Мисютина_ВЭ,bXSIz0mO
401,Льянов Федор Вадимович,328,8а,4,Льянов_ФВ,GRkVZD0K
402,Щуркин Георгий Яковлевич,180,8в,4,Щуркин_ГЯ,9DT0ErUI
403,Акулин Федор Адамович,241,10г,4,Акулин_ФА,ka61vcEV
404,Волженкова Екатерина Ивановна,233,9д,4,Волженкова_ЕИ,U5OD0lD8
405,Махометова София Викторовна,424,8и,3,Махометова_СВ,I3GsYdyz
406,Зызлов Геннадий Антонович,274,7в,3,Зызлов_ГА,y7gR7WeM
407,Девляшова Кира Олеговна,51,11д,5,Девляшова_КО,p9nrT78w
408,Яковкина Алена Никитична,320,9т,5,Яковкина_АН,2EO9JuM7
409,Бузулев Вадим Николаевич,331,10д,3,Бузулев_ВН,bHqeNvmK
410,Ганельский Юрий Юриевич,474,9д,3,Ганельский_ЮЮ,s8MocpsO
411,Шкапрова Ева Ивановна,371,7б,5,Шкапрова_ЕИ,T2p5HDOH
412,Чичирин Владимир Георгиевич,11,10а,4,Чичирин_ВГ,zEb2SsHn
413,Шилова Надежда Викторовна,124,9б,2,Шилова_НВ,payyh3Mv
414,Коваев Руслан Михаилович,487,9т,3,Коваев_РМ,F0HUCASO
415,Саверина Надежда Андреевна,407,11б,4,Саверина_НА,VM6y8np6
416,Тишанкин Олег Адамович,334,9д,3,Тишанкин_ОА,r0RE9OvH
417,Широпаев Валерий Сергеевич,406,9б,2,Широпаев_ВС,IKdn3JSv
418,Щепанин Олег Адамович,226,7а,3,Щепанин_ОА,fGja83Fy
419,Оплетин Владислав Аркадиевич,361,10х,4,Оплетин_ВА,wdNGZrDA
420,Оденова Карина Андреевна,409,8и,4,Оденова_КА,jpKOOm9u
421,Семагин Альберт Андреевич,456,10х,4,Семагин_АА,MvVxdRgN
422,Черданцева Анастасия Олеговна,128,8х,3,Черданцева_АО,7ssgO4fP
423,Лонцова Елизавета Эдуардовна,224,7х,3,Лонцова_ЕЭ,TzF3Lm9d
424,Сарсекеева Алёна Никитична,462,11и,4,Сарсекеева_АН,YWmha11A
425,Аковецкий Антон Евгеньевич,500,8б,4,Аковецкий_АЕ,0581LAN0
426,Аратский Станислав Борисович,351,9и,2,Аратский_СБ,hbYFmrR7
427,Чужриков Пётр Денисович,200,9в,3,Чужриков_ПД,Y2xcBZI2
428,Никитшин Алексей Кириллович,111,11и,3,Никитшин_АК,tBrOAAKk
429,Симендяев Василий Алексиевич,45,8д,4,Симендяев_ВА,U6Dq9o0G
430,Ошитков Максим Сергеевич,151,10г,4,Ошитков_МС,4I5U7mer
431,Юрасов Евгений Романович,338,9и,3,Юрасов_ЕР,S4EUdTUC
432,Головяшин Павел Юриевич,179,7г,5,Головяшин_ПЮ,PvGSFhiC
433,Манжурина Екатерина Сергеевна,219,7т,3,Манжурина_ЕС,YlHFL8o9
434,Никурашин Олег Евгеньевич,291,11х,2,Никурашин_ОЕ,4tfhqqzp
435,Бехтерев Федор Вадимович,137,9х,3,Бехтерев_ФВ,SA25BuCa
436,Годлевская Катерина Дмитриевна,403,11г,3,Годлевская_КД,oa7EViGH
437,Акиярова Алина Эдуардовна,9,11а,4,Акиярова_АЭ,iDoEnSE1
438,Милина Алена Петровна,359,8г,3,Милина_АП,gxW1IPz2
439,Воловин Борис Викторович,350,7т,2,Воловин_БВ,9Rh0Pzcd
440,Туморина Ксения Федоровна,133,8б,5,Туморина_КФ,mysuaNlR
441,Желейков Вячеслав Яковлевич,199,8г,3,Желейков_ВЯ,mEsRUz21
442,Шишорнина Екатерина Алексеевна,183,8т,3,Шишорнина_ЕА,HPHFwf7U
443,Юумогулова Виолетта Игоревна,311,10х,3,Юумогулова_ВИ,Sfa2TDBw
444,Рецков Денис Денисович,85,10д,2,Рецков_ДД,7JTANu1H
445,Химунина Елизавета Ивановна,392,7д,2,Химунина_ЕИ,8kNfFSRU
446,Кобрянов Александр Алексиевич,455,7т,2,Кобрянов_АА,BBMPpW1F
447,Бирылов Тарас Данилович,243,11а,3,Бирылов_ТД,tPbMU7F0
448,Туфатулин Ярослав Леонидович,485,8х,4,Туфатулин_ЯЛ,tPxzFgfF
449,Долбишев Николай Аркадиевич,292,10б,5,Долбишев_НА,u5nTwWcL
450,Махтумова Алёна Эдуардовна,186,10б,4,Махтумова_АЭ,g0NKlqPe
451,Нарзаркин Алексей Романович,423,10т,2,Нарзаркин_АР,Odn7piBs
452,Куранина Алена Леонидовна,196,9б,4,Куранина_АЛ,g29565Vo
453,Ситюков Аркадий Евгеньевич,32,10в,3,Ситюков_АЕ,O5DIzTfT
454,Мизюрова Алиса Никитична,176,7г,4,Мизюрова_АН,BT0Lof6S
455,Пандурова Алиса Дмитриевна,130,9б,2,Пандурова_АД,tF6aVtZq
456,Жилейкин Борис Тимофеевич,91,7в,2,Жилейкин_БТ,1l4NxG99
457,Корпункова Виолетта Сергеевна,83,11а,3,Корпункова_ВС,xvTX76nq
458,Пашохонова Анастасия Федоровна,467,9в,4,Пашохонова_АФ,vii9Uhaz
459,Сузальцева Тамара Михайловна,357,8х,4,Сузальцева_ТМ,P0ZwggSS
460,Чиличкина Светлана Яковлевна,5,8в,5,Чиличкина_СЯ,XSySN0fB
461,Шантыкова Карина Максимовна,198,10д,3,Шантыкова_КМ,KygamGfe
462,Недосекин Владислав Яковлевич,457,10а,4,Недосекин_ВЯ,UUXbqf0i
463,Максимкин Федор Фёдорович,172,10г,2,Максимкин_ФФ,DixHA94y
464,Матбиюшина Виктория Игоревна,237,8д,2,Матбиюшина_ВИ,pv4LtcTq
465,Шишкунов Герасим Юрьевич,110,8т,4,Шишкунов_ГЮ,2NLVoH5i
466,Сухинин Георгий Алексиевич,475,10х,4,Сухинин_ГА,5JDO91Tc
467,Бисеева Полина Романовна,48,7д,5,Бисеева_ПР,BOYZkYg9
468,Жукулов Михаил Денисович,60,11г,3,Жукулов_МД,J0qQSBbr
469,Тоняев Герасим Петрович,378,9т,5,Тоняев_ГП,mHeE478H
470,Шушенкова Алёна Олеговна,36,7и,2,Шушенкова_АО,4xJkdgu9
471,Разроев Дмитрий Павлович,59,9а,2,Разроев_ДП,MJqhmQtz
472,Баззаев Анатолий Данилович,339,9д,2,Баззаев_АД,8XD8w8Yu
473,Цекова Алла Олеговна,50,8д,2,Цекова_АО,lPTFR4Nj
474,Аборонова Алиса Алексеевна,444,7г,5,Аборонова_АА,N20iWClF
475,Ягловская Ева Олеговна,181,8в,4,Ягловская_ЕО,jgi5VWlB
476,Шароварова Яна Романовна,175,8а,4,Шароварова_ЯР,ckYOzj6c
477,Общев Яков Викторович,466,8а,4,Общев_ЯВ,r5Yo55l9
478,Ойзерская Катерина Эдуардовна,120,7х,2,Ойзерская_КЭ,VRRh91xt
479,Прусский Ярослав Иванович,479,11б,2,Прусский_ЯИ,JI3Qs3NS
480,Лабинов Павел Алексеевич,272,7б,5,Лабинов_ПА,dtj7zI6B
481,Покровов Эдуард Павлович,312,8б,2,Покровов_ЭП,qI774ggI
482,Мачехин Эдуард Данилович,19,7д,3,Мачехин_ЭД,diUKkjRd
483,Кодорская Раиса Ивановна,27,11б,3,Кодорская_РИ,CcifcgkN
484,Кондраева Марина Ивановна,469,9д,3,Кондраева_МИ,ddkAMzmh
485,Бульенков Валентин Иванович,136,10т,4,Бульенков_ВИ,ku1RMttj
486,Тагакова Вероника Яковлевна,393,8т,4,Тагакова_ВЯ,WYfRNpyZ
487,Гершанова Любовь Евгеньевна,383,11т,5,Гершанова_ЛЕ,yhfE3jtk
488,Салина Алена Егоровна,73,11в,5,Салина_АЕ,4eER9Csk
489,Фрумова Зинаида Аркадьевна,78,8а,4,Фрумова_ЗА,RbzqY8ZZ
490,Хорняков Борис Борисович,13,8г,2,Хорняков_ББ,oh8ceEoT
491,Гдагазина Лиза Василевна,212,9т,5,Гдагазина_ЛВ,JtWjWCtC
492,Агаршев Ярослав Михаилович,276,9т,2,Агаршев_ЯМ,sLeO64XI
493,Корюшин Пётр Антонович,326,8х,2,Корюшин_ПА,2GX48ZjQ
494,Калаев Пётр Алексиевич,68,8а,3,Калаев_ПА,HSqSayoS
495,Ккаталкина Виолетта Егоровна,53,7б,2,Ккаталкина_ВЕ,opmz48kk
496,Рачнов Герасим Алексеевич,103,10а,5,Рачнов_ГА,q0JZYk80
497,Миндубаева Людмила Леонидовна,477,11и,2,Миндубаева_ЛЛ,Nth7JLLc
498,Агафьева Вера Ивановна,352,11х,3,Агафьева_ВИ,HAUkqGq8
499,Житин Эдуард Адамович,481,9а,5,Житин_ЭА,7oN8cCe5
